 Mean of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
90.8203125,0.646150391,1.795039648,14.41390256,8.680147259,103.5957154,0
81.2265625,1.321745334,3.414827074,24.44423846,7.773896684,62.38864946,1
100.75,0.579078965,0.750570744,21.12540343,7.771360865,63.8027541,0
127.0078125,0.308369922,0.028843643,50.30783618,2.768575547,6.297872078,0
101.1953125,0.483542268,0.063086602,12.13076867,17.89532069,335.5305961,0
16.0546875,5.329647139,30.32339334,80.22732083,0.025379341,-1.238788062,1
90.8984375,0.741784997,3.722913751,11.93263474,13.62366344,225.2749199,0
115.390625,0.014636921,0.061352107,33.40360371,4.224576031,17.4568531,0
36.2421875,2.994303041,8.015796389,63.16203929,-0.973597354,-0.520384063,1
116.796875,0.065484254,0.660125018,34.35120031,5.04938044,25.15975443,0
124.8125,0.057908897,0.014006738,7.565681088,32.19858411,1072.957979,0
125.734375,-0.091955609,-0.417057902,18.9630456,8.144659508,74.963429,0
133.5703125,-0.116520845,-0.037196929,17.1099513,9.965700714,115.4882626,0
22.8203125,4.276571383,17.80916068,45.82804818,-0.050852995,0.960368154,1
120.6796875,0.007429331,-0.403609368,69.17017775,1.429269867,0.114467587,0
114.4609375,0.378639963,-0.966162931,53.19249878,-2.721857186,7.064110971,0
29.3828125,4.950562272,29.03620102,76.42785148,1.427907483,0.681617674,1
64.65625,2.13145264,7.24299752,73.08902816,1.729440938,1.469152912,1
77.0703125,1.884420819,6.372177552,65.74105883,1.589513212,1.285345583,1
99.015625,0.441214347,0.413004355,21.05616335,8.825088022,81.3105205,0
145.15625,-0.251831759,-0.390753851,23.55915306,7.055828937,53.57294646,0
106.6484375,0.126490278,-0.266497125,15.00816852,9.204562012,116.7472031,0
117.2265625,0.199199572,-0.916841484,27.08359888,5.44740916,32.26535137,0
114.3828125,0.499470974,0.63687544,33.0025438,5.139946428,26.65360005,0
126.453125,-0.01004777,-0.231388743,15.45333666,8.727141634,98.68239974,0
117.9609375,0.245001608,0.196850972,23.10822395,6.972411015,53.71117899,0
133.890625,-0.152566571,1.179817903,25.63683468,7.525768064,57.66552885,0
100.234375,0.373938377,0.331843109,16.26948221,7.53957879,74.74023796,0
45.0625,3.748080127,18.92343317,95.03935365,0.311167332,-1.52348606,1
108.859375,0.395363798,0.282054589,24.36500808,6.336962673,44.01698202,0
131.7890625,0.299075552,-0.275467145,22.75722893,8.301567337,74.1890787,0
120.078125,0.060816546,-0.609986726,16.07850573,8.36123051,86.39107565,0
128.359375,0.001191462,-1.46130417,85.9287401,0.811278554,-1.177583675,0
106.5546875,0.726555111,0.499797463,93.31954989,0.629753623,-1.3828349,1
130.34375,0.157463412,-0.611238169,46.58789828,4.255934085,16.81773008,1
64.2734375,1.816040308,2.628986771,81.38336707,0.895259543,-0.633357674,1
92.3125,0.679336454,1.622829725,43.24566346,3.011589144,8.750022228,1
124.9140625,-0.044880791,-0.733680527,21.73200559,9.331689267,90.58011458,0
112.0546875,0.134038258,-0.129581078,77.8333727,1.205706332,-0.491311552,0
102.09375,0.229963071,0.579068327,19.85539134,8.397644023,80.93624595,0
121.78125,0.038439721,-0.274143124,16.66178818,7.290878564,68.99755547,0
119.6015625,0.030879422,-0.292740344,12.26946644,11.35298596,177.8841638,0
132.640625,-0.135232464,-0.266753291,10.69400605,14.44379461,285.4444751,0
118.015625,0.090913236,-0.371239336,14.81166793,9.717557382,117.4989853,0
142.296875,-0.037302799,-0.254429794,9.573145409,19.66562033,455.8824486,0
118.8828125,0.064546888,0.000305637,26.94328367,5.907647639,37.07445528,0
113.8203125,0.155816575,0.288124097,18.89568892,9.391013154,96.98527908,0
31.7578125,5.142496671,28.03449466,53.54959596,2.16305729,4.541288237,1
110.8515625,0.404994394,-0.302522337,71.10285367,1.111246494,-0.120284803,0
120.4375,0.146639141,0.67250805,10.91135532,14.17387919,272.0814945,0
80.7109375,0.772565605,4.676234913,13.35785063,12.16840357,175.2267816,0
104.3125,0.595852523,1.966870265,19.89667518,8.624514317,81.25885728,0
137.71875,-0.112475386,-0.19679209,63.25486396,2.238599105,3.373260973,0
77.6875,0.779730139,1.904372361,11.82695367,12.72446032,209.814162,0
117.203125,0.058218952,0.221926553,13.27478393,11.35314937,156.9121046,0
133.90625,-0.064065891,-0.253501808,13.09657425,9.526485153,135.7234797,0
10.578125,5.57546762,31.86738189,52.07232657,0.977852122,0.82446169,1
106.6953125,0.117037136,-0.242879758,13.20523285,11.5651586,162.0239901,0
47.484375,3.298800061,12.12951179,55.06566573,2.495798577,5.598441147,1
102.8515625,0.468504574,2.942570709,11.00675832,14.45838789,269.7607866,0
15.6171875,4.038129399,15.77168727,63.54623843,0.334481081,-0.55237967,1
74.109375,1.696825468,5.157732788,43.951381,3.92744644,14.74880851,1
22.0859375,3.754646062,13.27491421,71.5711909,0.035804361,-0.895803629,1
102.2890625,0.485193258,1.355040639,14.00808243,13.08295886,187.4166093,0
123.8359375,0.286686845,-0.379819929,27.01730193,6.329645853,40.61112859,0
128.8125,0.164181993,-0.400675366,17.65014185,8.894177617,86.64086622,0
143.21875,-0.346445944,0.039971534,30.11399424,5.254077893,27.37520139,0
116.2265625,0.273692976,1.259573808,28.59040614,5.787260303,34.78619146,1
100.9375,0.453628401,-0.406630775,88.00389072,0.45129296,-1.382968547,1
125.0,0.078656861,-0.455179989,91.36574098,0.020768838,-1.928896737,0
29.125,5.023833497,28.86991113,72.3372167,0.635524785,-0.512419219,1
125.6171875,0.123835004,0.059618686,20.01775735,8.136801489,78.19572694,0
34.328125,3.524490791,12.38479593,70.0433334,1.643314759,1.489263624,1
129.609375,-0.053109012,0.996838892,11.28162069,15.51930352,282.2255539,0
121.28125,0.109705294,-0.410603449,44.28883534,3.622785972,12.33676654,0
115.6171875,0.055521731,0.963739748,15.29084902,10.79352387,129.1629549,0
74.625,0.801789614,2.142987592,22.79817379,7.454418164,60.64645073,0
64.546875,2.393784319,8.725899465,88.4348422,0.636055191,-1.120644764,1
115.0703125,0.264296391,0.493316702,9.924395515,17.26226541,381.6049963,0
48.8046875,3.15342787,16.26118785,38.64829635,4.27320931,17.84728062,1
95.2578125,0.521461435,-0.066144702,24.16655334,6.58277949,47.42583556,0
13.6015625,5.822564614,35.46144115,64.35960793,0.72525056,-0.05200902,1
65.5703125,2.935616839,12.93714171,79.80866106,0.927993391,-0.723914426,1
59.828125,2.70600389,13.43681055,36.31600157,5.456122788,29.07982511,1
88.265625,0.50207445,1.222513945,12.8168151,14.62217922,238.9190933,0
41.2578125,3.465890506,13.88335582,56.59354906,2.045329183,3.377430523,1
114.625,0.262474363,-0.263087511,15.39016086,10.10802641,125.8881771,0
8.84375,5.942715019,36.91478672,67.64823687,0.350133387,-1.063705658,1
117.953125,0.337101361,0.103494592,15.51539845,13.34034389,184.6648533,0
114.578125,0.308272759,-0.563533859,13.46624305,9.67037734,129.106383,0
93.4921875,0.415144787,1.145633001,18.02321237,8.622337529,84.11589412,0
100.7109375,0.609798293,-0.080564269,16.79144718,8.233593806,83.77781206,0
116.1953125,0.130678035,-0.065056374,91.98248264,0.626674579,-1.481847264,0
95.8984375,0.635087245,2.360969115,14.61727198,9.544590918,121.7361368,0
28.1953125,5.782784693,38.42635015,68.16279701,1.582775516,1.50794345,1
140.71875,-0.151711603,0.084920325,9.94223031,18.56469558,408.1722424,0
11.4140625,5.580259541,32.38538427,63.7299815,0.569986335,-0.558561195,1
133.6484375,-0.168241839,-0.2211286,18.82209612,10.85736552,128.0648034,0
72.0546875,1.649153423,5.55712166,42.82000171,3.663286652,13.10299744,1
95.0625,0.657025774,0.348162566,38.94576719,4.103211971,16.36638029,0
122.546875,0.064292794,-0.591203117,15.6001292,9.05711342,102.0316876,0
94.75,0.36171082,0.307418621,32.77825118,5.727836134,32.17992822,0
99.3671875,1.547196967,4.154106043,61.71901588,2.20880796,3.662680136,1
101.9140625,0.61029187,0.635331228,17.7890877,9.623519334,102.153149,0
137.6328125,-0.127177558,0.560059919,39.99661877,3.508992452,11.37903711,0
128.65625,-0.022991972,-1.668540363,22.37759177,8.947224543,79.61374407,0
30.3984375,4.937010439,30.21465706,61.41136465,2.266474445,4.283722748,1
117.8046875,0.321990613,-0.297930735,11.89915921,13.04866196,212.1376986,0
61.71875,2.266660549,11.18402964,47.31498689,3.201231706,9.087746535,1
72.734375,2.195396957,6.201500447,77.51439278,0.913483452,-0.483853847,1
90.5703125,1.238811579,0.880609879,73.97177722,-0.933087708,-0.371531583,1
107.828125,0.106667189,-0.030845182,12.24871137,10.91613361,172.4354558,0
111.4140625,0.203979579,-0.059454576,16.88877368,9.718908124,105.5028997,0
67.7109375,1.825590122,6.507033765,42.3903342,4.231965471,17.19117815,1
100.4609375,0.357448521,1.67605032,12.17002412,12.3009717,195.8844842,0
122.828125,0.022858035,-0.659650436,11.91091763,12.35712549,202.4095028,0
122.1640625,-0.036628265,0.328134677,15.73158744,7.89612168,81.50288888,0
127.0078125,0.092439212,-0.042894302,19.51258442,9.441330416,100.4552893,0
125.3515625,-0.087825488,-0.107858424,15.34942017,9.756676006,115.4196786,0
19.8359375,6.0567723,40.80816128,75.93126905,1.1380628,0.132015156,1
89.9375,0.631993412,2.219401581,11.36945967,14.69969558,260.5849068,0
40.8046875,3.287712514,9.992256215,81.98972546,-0.135901581,-1.1799768,1
69.2734375,2.055038029,4.603519771,76.22635342,1.670115316,1.221644103,1
124.3984375,0.243271846,0.240490885,14.17643723,9.902175493,125.5465241,0
95.3203125,0.558574302,2.112318771,14.73276821,9.917640887,120.4035188,0
38.984375,4.325521261,22.71500718,47.67966981,2.98125434,8.742633981,1
128.09375,-0.092458704,0.104379545,13.39776714,11.98199513,169.9770396,0
157.4296875,-0.642107621,0.948394123,18.9381944,7.369163013,66.58183418,0
113.109375,0.267891955,-0.298598083,17.23700207,11.03576193,130.7594111,0
77.28125,0.96942864,3.983778058,14.54659908,10.37705202,127.8495821,0
104.1640625,0.480334767,0.069813948,17.49661468,11.36515728,133.6004542,0
101.8046875,0.400958204,1.122787948,14.66308224,9.671455754,118.4512423,0
136.234375,-0.084678994,-0.187549493,16.5819075,8.654551011,89.25272417,0
119.3359375,0.151041083,-0.359222344,29.17260918,5.520140372,31.45919476,0
88.234375,1.377828257,2.086765064,97.06036779,0.117029744,-1.72836395,0
145.4609375,-0.021208198,-0.206889254,16.31973074,8.719675516,95.24165964,0
22.96875,6.653031114,47.96902735,82.08952579,-0.205904946,-1.154987786,1
81.2265625,1.02771568,3.256927056,36.37709736,4.164901185,18.02332517,0
133.2734375,0.022502268,-0.123905232,15.08292709,8.525313322,96.51837908,0
111.90625,0.205173281,0.486339864,15.06306731,10.11919238,119.5778623,0
126.5546875,0.380317761,0.308553175,28.88093517,5.938614333,34.91794317,1
53.796875,2.537610881,10.33296117,41.06244837,3.874826932,15.44939361,1
67.6640625,2.027999741,8.098344202,34.83890201,4.793381771,24.03204757,1
126.6328125,0.06603076,-0.270492342,38.472327,4.272167249,17.9653272,0
119.765625,0.023632264,0.445188435,35.56682367,5.635676137,30.94583744,0
154.828125,-0.395508941,0.450406131,18.71242031,7.59864646,67.98928702,0
115.875,0.38973791,-0.209032964,21.0693924,6.853628147,52.2500428,0
136.3828125,0.004916643,-0.21940705,19.0638289,8.496824904,83.41475718,0
68.6015625,2.140574032,8.983355212,51.09879601,3.638970082,11.48002521,1
126.3359375,0.176930025,0.059179164,22.33848671,6.636810562,49.11470704,0
125.484375,0.057394721,-0.223390277,19.08378986,9.505795659,96.1652664,0
71.4765625,0.904598923,5.366344909,29.55568535,4.814444626,23.41229449,0
94.5703125,0.493214709,1.663375173,11.06667899,12.93957794,245.4115602,0
130.2734375,0.032684959,-0.543944115,66.59478471,1.516460084,0.962192789,0
75.5546875,1.906108429,4.063128989,57.57231664,2.250798135,4.096560177,1
97.125,0.74206679,3.783569851,18.08625134,8.91861901,95.23001457,0
114.6171875,-0.009279021,-0.268610073,9.039320938,20.4868376,531.9289113,0
46.0234375,3.352441179,13.10900637,53.29952895,2.711461058,6.516311164,1
34.8984375,4.422257175,24.95582131,76.23984673,0.363738982,-0.78513902,1
109.1328125,0.482319415,1.470403183,12.74616919,14.34453752,228.4574446,0
23.453125,5.445585628,32.32481365,64.33370733,1.369764689,1.133935987,1
30.671875,4.833092002,29.25412118,46.31627985,3.260513515,10.76072703,1
110.1484375,0.237256403,-0.038115226,18.5209115,9.295656917,91.35766722,0
39.0,3.77176725,15.48854683,61.274416,2.024851472,3.212210207,1
146.640625,-0.112763127,-0.371108552,28.45983663,6.689232557,45.80444821,0
6.1875,7.320156666,54.06094705,72.56544156,-0.840554451,-0.485269473,1
112.7890625,0.453129239,1.129003088,29.26881655,5.965337172,35.66248466,0
126.796875,0.218425532,0.812626537,13.82197115,8.986482103,114.5140635,0
32.7578125,5.216023746,31.46560163,63.7354026,1.721589076,2.326702999,1
129.1796875,-0.021864473,-0.600601906,16.90316346,8.52994746,91.20431794,0
119.140625,0.145555172,0.913052491,8.963456972,22.84698125,585.7534445,0
102.2265625,0.334981895,0.162630547,16.55772579,9.823936821,111.6183717,0
93.515625,0.682862094,1.248827738,18.63027191,8.17072024,77.86910097,0
83.2265625,0.64813119,1.804153857,18.85980059,9.69029175,99.41382161,0
106.5625,0.442697486,-0.12939123,93.02720134,0.189066148,-1.718332751,0
46.640625,2.779794597,8.088926705,41.31733524,3.380418466,11.36648582,1
24.3359375,5.035193948,24.95384217,74.80086235,0.679560035,-0.59486863,1
79.2421875,1.82505181,6.81001969,49.77085059,3.394243699,10.63539364,1
113.1640625,0.386520027,0.729680857,31.62493138,5.299636368,29.40627766,0
33.9140625,4.643580714,23.49087056,69.03956292,1.317854382,0.817816318,1
103.1953125,0.218148762,-0.176853748,19.93665702,8.372087465,76.95096601,0
140.4921875,-0.282344175,-0.090949798,20.42213823,9.218967107,87.13543295,0
121.1953125,0.335343102,0.080414818,28.64182394,5.648691522,35.07835956,0
80.0625,1.138938407,-0.141136727,81.16135325,0.444518405,-1.33886409,0
101.9375,0.340023635,0.69806021,21.90208942,8.082175039,69.09648159,0
115.8125,0.048011726,0.436778562,18.62685338,8.599309746,84.45184536,0
92.3828125,0.520647081,1.58954401,17.13102677,8.147868625,79.75103163,0
121.2734375,0.082594831,-0.188231953,20.3393905,9.545840016,94.68713396,0
123.65625,0.042133281,0.056479752,19.27935414,9.416952512,101.2743585,0
105.8984375,0.471428523,0.080641214,21.27782017,9.331759528,94.1592993,0
104.2265625,0.215048957,-0.055402813,12.38613286,11.26682399,177.8756946,0
142.78125,-0.317777933,-0.449601586,23.8443991,8.913211068,81.806316,0
125.59375,0.255375556,0.064282153,34.47610496,5.284199751,27.28353732,0
128.5546875,-0.015376599,-0.014759148,12.37091365,12.76127664,199.9855065,0
132.8515625,0.256623421,-0.17201091,25.94495411,5.37010164,30.61187184,0
136.9921875,-0.213667181,-0.003949298,20.40859197,8.101704964,74.27131193,0
113.2109375,0.448273601,0.161572795,20.45305939,7.632567428,65.9557095,0
48.40625,4.618345952,24.8178767,55.89135432,2.648807827,6.294357888,1
131.1484375,-0.20494247,-0.264675469,15.07179986,9.035839702,104.2679189,0
100.3984375,0.369517807,0.901278265,21.38761187,8.520891954,74.55435958,1
104.5546875,0.35247969,0.014323418,14.4559953,11.2627724,160.1132486,0
40.3671875,3.839410853,17.94680712,46.31754222,3.179053913,10.18303009,1
116.6015625,0.333774979,-0.302880403,11.83353946,13.14832732,217.178889,0
150.1953125,-0.459504787,-0.025672259,15.25853371,11.5354641,149.9142726,0
37.3046875,3.653733848,13.72233338,64.88992167,1.338573283,1.060299728,1
155.046875,-0.401771128,0.829548954,28.79539036,7.097425454,51.2192736,0
81.0078125,1.729321514,5.222868449,84.41051951,0.285843093,-1.314893301,1
114.5859375,0.346220816,-0.705472728,26.55616311,7.74997845,60.45059899,1
136.265625,0.108763277,-0.209345699,13.27752908,10.22349389,141.7723679,0
125.6015625,-0.101687543,0.440003428,15.18131524,8.379150973,94.05966799,0
135.65625,-0.177537351,-0.111077851,12.96750482,10.31827508,147.4109039,0
115.1328125,0.132910616,0.792616828,86.18732271,-0.218886993,-1.859503561,0
129.90625,-0.07678517,0.199712595,14.08495985,12.53345981,176.6953399,0
136.0234375,-0.044345179,0.043866862,11.9485888,11.31965604,186.7021868,0
104.796875,0.639304868,1.042146392,20.22512575,6.541560799,51.23516782,0
124.171875,0.017363618,-0.400319574,22.34573974,7.743437815,63.03828959,0
17.7578125,6.086458241,38.24254145,70.89666513,0.327265139,-0.507486595,1
126.953125,0.097775614,-1.285631263,82.95713354,0.769253687,-0.835951121,0
13.28125,6.878449095,51.71908385,66.06109073,1.133358675,0.410064942,1
150.7890625,-0.805191136,-0.16874534,54.83693523,-1.530877642,1.658294981,0
94.796875,0.578815118,1.518397665,13.89496336,9.891474772,126.4054267,0
124.1640625,0.23642368,-0.630157294,9.389436104,19.5189226,470.9716559,0
115.625,0.054995606,-0.738947364,13.90748345,9.443487585,121.0973366,0
73.78125,2.048063948,7.981250084,45.11667756,3.717838389,12.73231408,1
36.25,4.64565083,28.57886244,47.30140709,3.40310322,11.37358079,1
124.4453125,-0.12585765,-0.227765127,82.95519273,-0.510795244,-1.64452279,0
39.8359375,4.45947239,29.42812768,36.05803054,3.668395685,15.30073457,1
15.4140625,4.383482162,18.59713382,73.19321152,-0.132138131,-1.187904822,1
136.5546875,-0.222934778,-0.216629665,32.983577,4.748846949,22.66344592,0
42.2734375,4.890232581,30.85170959,56.14698205,2.569968811,5.957913098,1
92.3828125,1.014035059,2.064575015,37.80690391,4.700433544,21.79049377,1
110.3359375,0.44469972,-0.164824183,18.78386036,7.193759262,62.9199346,0
88.734375,0.921352182,4.066218253,16.41752885,11.76557079,152.1488397,0
112.4609375,0.386384175,1.257766302,15.5556633,8.659048641,98.50121376,0
84.3359375,0.859224743,1.982141691,43.87085469,3.969981663,14.9778981,1
109.765625,0.033314047,-0.393822915,11.60291821,13.10583628,223.9281939,0
86.3828125,1.373406293,2.470420164,59.92469554,2.167198236,3.4831756,1
51.7109375,2.985915188,11.68234324,52.76219823,2.514542991,5.839642594,1
37.5234375,4.430806169,24.5163329,53.41659035,2.653111339,7.022520014,1
38.53125,4.364529648,19.87977135,65.38255954,1.372809961,0.924363483,1
135.46875,0.182673798,0.161003432,17.23627882,11.43739938,144.2481864,0
29.203125,6.338635552,44.28826479,58.77825769,1.750623628,2.735024941,1
117.9375,0.252481192,-0.221498349,15.00993682,12.13853418,158.9693171,0
137.96875,-0.041587996,-0.207089125,14.74168041,11.67956757,155.2946923,0
55.40625,2.83444103,8.699742924,78.01878489,-0.064314828,-1.014781695,1
97.8125,0.441153552,1.814031082,21.14427962,7.860980927,69.13862025,0
137.8828125,0.270337946,-0.269251839,31.82105174,4.377944191,19.03841376,0
96.109375,0.319779765,1.05858697,15.08104265,10.62115941,136.2759366,0
35.265625,5.778470134,38.40016863,81.27119963,0.019015878,-1.124362269,1
103.6796875,0.492583333,0.385258219,15.79335489,8.417789883,88.64785237,0
122.4609375,-0.043539364,0.008193438,9.705052421,18.19443105,420.2869265,0
92.734375,0.459574566,0.87773778,15.24681066,11.36314774,143.2738469,0
126.0625,0.110424485,0.162166454,15.19953662,7.788738236,84.44034542,0
45.171875,4.286046086,24.55955253,57.64589352,2.326077732,4.983662743,1
116.046875,0.330900355,0.308270293,20.45686998,7.857741648,69.30992965,0
106.03125,0.213524467,0.22750471,16.6296781,8.851877592,92.33209973,0
115.5,0.374200473,0.022274776,50.67257219,2.725885786,6.130825277,0
63.609375,2.495788534,11.79733027,52.56201461,3.254799608,9.284980364,1
128.9921875,-0.123247103,0.449497293,20.58662651,8.210722182,75.64785365,0
140.8046875,-0.295049069,-0.728040811,57.21029621,3.195237408,8.403035433,0
136.2421875,-0.14420225,0.067323193,20.62804507,6.829052612,54.44049326,0
10.015625,6.180543919,39.75576706,74.32885883,0.27344841,-1.063817954,1
111.8359375,0.2921355,0.935002315,15.62070209,11.37941696,140.004468,0
137.09375,-0.266391407,-0.370034248,14.77788809,10.63721251,136.7137084,0
138.65625,-0.028714199,-0.469846623,14.6915015,9.232483874,110.457895,0
31.25,5.168780031,32.00199897,51.18329936,2.966936784,8.228683085,1
139.5,-0.23761915,0.193176351,13.85490679,10.04528681,129.079384,0
99.4375,0.452126208,0.546869672,26.71494061,6.977548105,49.96037305,0
50.828125,3.160720254,15.9458221,49.5971217,3.495529187,11.30174349,1
111.921875,0.199578006,-0.613223971,22.91013652,8.415593147,73.37406739,0
92.0703125,0.89233225,1.519544617,70.2714504,-0.639879445,-0.977560471,0
13.640625,5.389806776,28.81278583,76.1665942,0.177274113,-1.079098331,1
122.3359375,0.056636083,-0.087373521,13.95988796,12.004917,162.4644473,0
95.0390625,0.72046823,1.061572863,30.88313814,4.866277317,24.62345382,0
85.4140625,0.677918818,2.10736366,25.51800939,7.676340567,60.81586101,0
130.875,0.033036221,1.25700665,9.448068783,21.1251608,505.7928421,0
81.4765625,0.8978288,4.114870644,26.34363649,6.664689109,47.24653221,1
117.546875,0.285479151,0.559920218,51.79286277,1.60863118,1.304321956,0
101.4765625,0.424759271,0.122930357,16.68904571,9.576647975,109.473094,0
44.8671875,2.888739412,8.810672554,59.73772038,-1.785376578,2.940913427,1
117.453125,0.139878214,-0.360226642,9.48942052,19.17506463,453.3745152,0
102.46875,0.282265316,-0.074093535,18.13105286,7.929686624,77.1706475,0
132.609375,-0.12147936,0.058696783,15.68425563,10.87720178,135.7419496,0
16.5390625,3.968126022,15.39874146,53.13709551,0.871270859,0.488218105,1
111.5625,0.319276476,0.574104412,13.76650856,13.80589309,218.0103307,0
128.5390625,0.153854899,-0.338779652,33.51937537,4.966786122,24.67436595,0
140.7421875,-0.018870174,-0.019789482,21.47294326,9.57119071,92.39616677,0
81.4921875,1.036647925,0.812341004,15.91231612,9.652696181,113.5054868,0
75.953125,1.297816277,4.684747694,55.045261,2.390368408,4.292564197,1
87.8359375,0.512785011,-0.075554351,16.2178147,9.513969483,107.7349258,0
115.1171875,0.123414377,-0.285711109,22.13925854,7.500319452,59.44762689,0
110.8125,0.101807664,-0.154421698,13.95163107,10.42056757,140.2537486,0
119.625,0.239294741,0.963926234,25.98713304,5.477549894,32.09155132,0
128.1953125,-0.121768692,-0.476035911,82.49725495,0.564218744,-1.245261033,0
147.65625,-0.123452921,-0.271953898,24.62184104,6.582906091,47.36390099,0
124.5078125,0.17301014,0.021658881,18.11282089,7.132089613,60.90799279,0
108.140625,0.322115362,0.058469048,16.52110871,9.130824683,98.31127908,0
133.015625,0.05429108,-0.86378088,53.74548263,2.028484556,4.057065257,0
48.5078125,3.957364247,19.7776566,86.29018732,0.942294255,-0.611597645,1
44.3203125,2.062026291,3.429955354,54.64416469,1.346399735,1.212320519,1
91.4609375,0.929146803,1.648438594,28.60209149,6.564422662,44.24768486,1
61.7421875,2.703389945,8.953157374,26.22708468,6.711390042,47.79428822,1
47.890625,3.475947142,16.65319314,37.14060341,4.668327976,22.05090084,1
52.8125,2.899326439,9.255484143,74.67497011,0.766712013,-0.501878814,1
121.8203125,0.161073472,-0.094737602,29.98004069,5.383098658,30.27217587,0
92.6015625,1.005287247,0.57183843,58.85833953,2.420901795,4.698282981,1
130.5546875,0.01237324,-0.062247504,17.7712809,8.723118427,87.85908341,0
115.796875,0.078444812,0.388073848,13.28141912,9.935226299,135.5777579,0
51.8125,3.19798188,12.99949592,36.50003408,4.431189768,19.80402692,1
101.7734375,0.3310324,-0.16617109,15.39437225,8.974488337,102.595064,0
76.21875,1.13390683,1.858365377,77.10642353,1.185710659,-0.176323017,1
126.265625,0.00841956,-0.188158681,10.69194965,14.8401082,295.9940828,0
118.5390625,0.273086552,0.248809998,15.97847902,9.360925512,106.0538734,0
91.1875,0.709593057,3.276950184,17.71394792,7.107514336,63.48517866,0
47.6875,3.215212993,20.26156643,21.64833987,7.465669545,59.38975335,1
117.1015625,0.235661697,0.147480162,16.00646648,7.696650643,76.5982697,0
40.5,4.164566562,20.67360417,60.11308054,1.822866747,2.788196401,1
125.8359375,-0.09848083,0.076846523,22.14129158,6.536828804,48.47794714,0
101.0859375,0.343916951,-0.336557474,14.09717812,10.35559369,133.2042373,0
96.890625,0.975022005,0.178443112,71.67957684,2.01051251,2.512631143,1
74.25,1.581929463,3.703968084,41.9128634,4.136097276,16.55925567,1
108.296875,0.221150705,0.641530273,22.6378992,8.180308824,70.74932905,0
13.375,5.990130787,37.607824,65.80815293,0.968716634,0.23007418,1
131.6328125,0.001195554,-0.240526462,18.5952584,7.149835304,63.87778606,0
90.7890625,1.782977038,6.570318095,33.49649205,5.158216099,27.06148552,1
115.8046875,0.223058502,0.764473291,19.2952746,7.135661586,62.00465691,0
79.234375,1.350382989,4.100627804,39.5055102,4.431321979,19.24790531,1
96.421875,0.512727685,0.799824689,15.90898379,10.58052071,127.6728796,0
29.3671875,4.385205196,21.07691155,38.2098022,3.631536923,13.70624795,1
127.0546875,0.002539581,-0.420245749,38.91850704,3.450968298,11.01156303,0
135.6953125,-0.211101786,-0.171564,78.31961997,-0.926250364,-0.997845229,0
117.8359375,0.418676358,0.309725782,35.4226813,5.027187996,24.95714752,0
83.0390625,1.674993962,3.460698399,53.954117,0.687108544,-0.177076013,0
123.4921875,0.599689101,0.807372728,22.88317477,6.702945631,48.02882827,1
27.9453125,5.915666072,38.4765475,64.92165108,-0.075444948,-0.707474459,1
93.9296875,0.352917788,2.046485116,10.84433021,15.43465653,295.5145578,0
62.40625,2.005163265,6.355752862,31.14662497,4.883559124,25.09723282,1
124.1484375,-0.013971566,0.047274182,19.02982722,8.565007742,84.60863022,0
51.28125,3.082019126,12.04485404,71.39577711,1.776025798,1.736655377,1
128.5234375,0.147102812,-0.373089166,10.54434548,16.09535324,323.1546517,0
64.8671875,2.709717418,9.160633871,43.40563863,3.637832862,13.0580627,1
51.75,2.972401872,12.66023153,65.48732451,2.198024866,3.374351625,1
119.5078125,0.292648025,0.061545197,19.41822329,6.312293579,48.83215222,0
101.203125,0.392931203,0.150056387,14.08943854,10.81024109,138.8602892,0
89.7578125,0.96405992,1.841149022,29.49639794,6.256716043,38.48474417,1
117.71875,0.539632014,0.629941192,12.37558804,11.13653154,173.3709325,0
86.8984375,0.656054383,3.303079198,48.52884445,2.337864963,4.432307475,0
135.8203125,0.085252778,-0.397856837,10.81371744,15.33051113,297.6859371,0
109.3515625,0.216722182,0.064203399,20.27638368,6.637915558,52.30110119,0
110.046875,0.401450988,1.174854727,41.08447317,4.304703783,17.78401915,0
94.59375,0.498301838,1.36824635,13.84809968,11.26148878,157.9369015,0
105.296875,0.199774837,0.035099156,40.29700721,3.966933319,14.7787673,0
124.765625,0.088195569,-0.220829344,18.29663418,6.484498316,53.26879663,0
116.40625,0.044329671,0.877100253,26.55265209,6.024637359,38.02722289,0
134.59375,-0.117524134,0.272873879,10.56690574,14.05383844,287.8303219,0
26.703125,3.852224558,17.26287471,63.65209683,0.694983455,-0.166902367,1
113.28125,0.280865043,-0.363182629,24.73161216,7.244346053,55.29537245,0
56.609375,2.421156911,7.883756927,58.60093642,2.537109123,5.423575043,1
128.6015625,-0.186781276,-0.29321193,22.92470023,7.492884285,60.57745059,0
137.8828125,0.114624364,0.286009798,13.76090652,13.09358513,195.2222586,0
128.625,0.020489591,-0.033839098,15.68085985,10.63124544,129.1565103,0
143.71875,-0.113036125,-0.368045041,28.02413256,5.919328985,35.81880526,0
69.90625,2.148702629,6.438614516,67.67510123,2.286553135,3.615612813,1
74.8515625,2.386679041,7.828106505,65.2966876,1.996087475,2.830099501,1
142.953125,-0.074739854,-0.00551601,14.91191655,10.80153102,140.2799904,0
