 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class,class,cap-shape,cap-surface
11.03125,31.47045676,5.994345191,36.69314003,69.40382014,-0.467133441,-0.805835416,1,e,b,s
55.3359375,30.24826373,3.465647217,17.60217583,82.16119445,0.921124947,-0.550780603,1,e,s,f
18.8515625,35.76968205,5.190658282,27.66574162,65.77357171,0.901415515,0.080799131,1,e,f,y
71.5546875,39.39797119,1.800950705,5.818561928,26.45508832,6.291798542,42.25289482,1,e,b,s
50.9296875,32.59413856,3.647739924,17.38148313,57.92865293,2.229244728,4.419700221,1,e,x,f
30.03125,29.53148148,6.377925998,44.53515819,84.60717385,0.206473834,-1.143011984,1,e,f,y
112.8046875,45.75479118,0.540709323,0.746627981,19.84194199,8.779148093,87.6761485,1,e,f,f
10.0078125,27.08075196,7.304816651,56.90085222,54.09991982,0.885313243,0.849791071,1,e,x,s
109.5,57.24658833,0.787332702,-0.390467131,39.98314285,4.531931515,19.86216447,1,e,f,f
15.0390625,37.81459753,5.105033067,25.49731091,76.74001035,-0.575016194,-0.941293199,1,e,s,f
72.3359375,41.20172883,2.290134316,7.29838129,61.18147822,1.891264727,2.913210965,1,e,b,y
68.46875,40.7509466,2.093170556,5.353432556,32.9225058,-0.731595828,0.309300434,1,e,b,s
57.0546875,32.47891349,2.581246877,12.8522397,34.41026039,5.809417176,32.98807577,1,e,f,f
88.734375,45.37628861,0.823817325,1.01079323,34.54246139,4.560543947,20.83400891,1,e,b,y
35.6640625,35.04735131,3.977642599,19.33037447,85.58128285,-0.219283809,-1.300538953,1,e,x,f
50.046875,43.36650842,3.050856886,9.748345285,76.48383242,0.819235603,-0.88260064,1,e,x,y
49.3359375,43.59047297,3.335372644,11.56383619,71.46310566,0.948149318,-0.052174403,1,e,x,y
64.203125,48.01112491,2.348346315,5.995983453,70.70657475,0.348987541,-0.711533353,1,e,b,y
68.234375,34.12282144,2.350389833,9.654794399,46.06024264,3.573530607,11.96268075,1,e,f,y
10.3203125,26.87120136,7.875742091,63.14953741,58.92379997,1.635319647,2.225702658,1,e,x,y
80.265625,40.65892514,2.178480753,6.674711048,57.83898645,2.416628539,4.758867003,1,e,x,s
47.3046875,32.13777922,3.53345021,16.53491275,79.08179103,-0.399639203,-1.034550242,1,e,x,y
69.90625,34.18525758,3.154099811,13.07111451,73.59892111,1.200914462,0.280631176,1,e,b,y
97.78125,48.41518639,0.764503375,0.956568717,28.24358598,6.096649805,37.7713555,1,e,x,y
33.9140625,36.31976634,4.561125864,22.33154978,83.1729185,0.558919817,-1.100622926,1,e,f,y
16.0546875,38.06004889,4.992567838,25.49145159,65.50638043,0.214241034,-0.945326427,1,e,f,y
112.453125,45.71222132,0.175363577,0.126241155,21.49183429,7.083732514,54.3650339,1,e,f,y
98.078125,50.43306352,0.678554487,0.641073274,9.776978163,18.28692566,417.3314348,1,e,x,s
49.6484375,35.18002581,2.989773372,12.14572219,31.83774095,5.340635791,29.9632072,1,e,b,y
82.625,39.30092238,1.321354234,3.999130129,88.38393526,0.683949628,-1.264640971,1,e,b,s
80.265625,49.91719462,1.335702814,1.542415013,89.00716963,-0.987236443,-0.597430422,1,e,x,y
111.3515625,58.11432561,0.39691721,-0.499100853,46.76394188,3.849739332,13.64634383,1,e,f,f
67.234375,42.43662267,1.832765714,5.054608272,19.1078281,9.410615067,98.70291806,1,e,x,s
63.234375,30.46501179,3.093388251,15.52864383,66.86751321,2.301560828,3.812468545,1,e,b,s
95.171875,42.95730245,0.879437314,1.848678762,16.14987557,9.463292112,113.1898563,1,e,f,y
90.234375,44.01411073,0.815599722,1.141763994,21.75438806,6.782996309,49.98373208,1,p,x,y
71.359375,39.08079259,2.287652077,7.856506241,80.17684382,0.955179239,-0.646309295,1,p,x,y
37.203125,30.99152086,4.897519937,27.49620967,78.80374241,0.226568015,-1.002375994,1,e,x,s
61.5,40.76590947,2.017761287,6.74126845,41.62016758,4.234066704,17.59934858,1,e,f,f
101.65625,42.71607526,0.363306008,0.574123091,28.00527493,7.037052931,49.79400089,1,e,b,s
128.984375,52.18102271,0.173898954,-0.429864195,14.82453787,13.27809821,183.2836143,1,e,x,y
80.234375,51.93136762,1.488528618,2.243387011,74.88920163,1.973815641,2.260696163,1,e,f,f
50.3671875,29.45676681,3.411557128,19.18811773,21.88631617,8.284255921,72.02723983,1,e,b,s
9.234375,30.8046984,6.374391895,41.45140851,49.01487718,0.741781287,1.102280904,1,e,x,s
85.3984375,44.20271836,1.34845305,3.693909489,44.68897037,3.864755838,14.07733523,1,p,x,y
64.484375,35.55057673,2.381897034,9.960942887,41.20937855,3.938264667,15.81185891,1,p,x,s
53.71875,43.47933013,2.744515077,8.742341031,37.547692,4.358590867,19.43917792,1,e,b,s
110.6796875,38.25264157,0.459937078,1.69068874,22.20179407,5.93974728,39.7813741,1,e,b,s
52.96875,31.44636741,3.410426087,16.8392536,67.29030281,1.648879653,1.635625493,1,e,f,y
76.9453125,39.99673983,2.180057856,6.701225373,62.64764289,1.833560009,2.580722771,1,e,x,y
54.5625,39.64722366,2.516804464,8.391360157,77.91483763,1.102884299,-0.131104436,1,e,f,y
64.5078125,45.29572898,2.40134034,6.693899684,37.2750675,4.472868643,20.46710799,1,e,x,y
60.2109375,50.80041405,2.021413855,4.14043647,55.5738793,2.424503025,5.009978722,1,e,x,s
20.5078125,39.08424317,4.261682593,20.41471705,69.75701376,0.405443654,-0.903514666,1,e,f,f
100.65625,45.96422479,0.350437357,0.282473689,38.96584998,3.937302238,15.00113908,1,e,f,f
100.0859375,40.11663218,0.550702236,1.469776022,20.50645496,8.760870096,80.3727066,1,e,x,f
91.4609375,45.06885398,0.929146803,1.648438594,28.60209149,6.564422662,44.24768486,1,e,f,y
114.5859375,59.537085,0.346220816,-0.705472728,26.55616311,7.74997845,60.45059899,1,e,f,f
71.9375,38.1859656,1.911070577,5.521995558,45.99168074,3.295937555,10.25347973,1,e,f,f
77.0859375,43.39193246,1.620462497,4.146347512,43.98006106,4.322443603,17.86023468,1,e,x,y
96.6796875,38.56709527,0.59480517,1.523007235,71.4418499,0.20044232,-1.644414315,1,e,x,y
41.8828125,30.85186914,4.354406774,24.08536794,41.9806716,3.295862343,10.92050312,1,e,b,s
83.859375,56.45306878,1.518644947,1.619663683,82.99606989,-0.506662454,-1.419886829,1,e,x,s
14.3125,33.18596983,5.64048639,32.77846676,72.67116823,-0.394167716,-0.995302918,1,e,x,y
103.7265625,40.6455169,0.172961573,0.768398273,16.53630919,8.304640887,85.44758983,1,e,x,f
52.09375,41.44205999,2.754759447,9.43325125,32.4283491,4.80555849,24.79350313,1,e,b,s
54.5078125,35.7617979,3.291811291,14.7187148,57.79839238,2.442852563,4.852352898,1,e,x,f
118.1953125,51.36770912,0.155527808,-0.048672422,67.88042313,1.514739181,0.631103897,1,e,x,y
117.3515625,47.6008124,0.163797949,-0.173308776,17.78139874,6.934597287,59.90677275,1,e,f,f
32.34375,27.61239461,5.466081293,36.44800254,72.14779181,1.300906485,0.598414701,1,e,b,y
25.875,36.65549072,4.353534701,19.41923002,65.61180195,0.341897847,-0.528906172,1,e,x,y
89.921875,43.14141162,0.76791154,1.59853819,16.22080862,12.62556139,168.144427,1,e,x,s
45.4296875,29.51050756,4.256673392,24.71317852,52.65820083,2.971689457,8.159988565,1,e,b,s
6.9375,33.50670409,5.797935319,34.35071294,57.29073626,0.686234836,-0.516564424,1,e,b,y
89.75,38.28205356,1.444485642,4.454507616,50.97981158,3.02987136,7.792147776,1,e,x,y
112.296875,47.98345408,0.315582123,0.168599411,11.46206871,15.15210742,269.7334431,1,e,f,s
30.0234375,49.39374088,3.42432181,10.495355,79.50319266,-0.352014146,-0.963560506,1,p,x,y
104.46875,48.2222941,1.153136192,1.282658503,92.01525827,-0.263265774,-1.488859201,1,e,b,y
95.3828125,49.74200958,0.553215631,0.345959466,57.57489533,2.585874536,5.19176814,1,e,b,s
90.65625,56.95494896,1.002409008,-0.008164541,41.88905582,4.451665136,19.11656877,1,p,x,y
75.953125,43.1075797,1.142332703,3.007318929,24.38005311,5.239661044,29.71430512,1,p,x,s
113.6484375,44.83417186,0.264485581,-0.036584976,57.81442049,2.700784068,5.673973888,1,e,f,s
85.203125,47.06484214,0.933205992,1.434064798,94.73403784,0.252604354,-1.714326737,1,p,x,s
40.3125,35.80366383,4.073373156,19.88730243,92.99605928,0.26174174,-1.439425217,1,e,f,f
51.3046875,55.13202316,2.266264101,4.277561333,65.63761639,1.586397716,1.354502915,1,e,x,y
85.578125,45.34461954,1.5705241,3.205262034,14.83472366,12.66582563,180.0859761,1,e,b,y
80.3515625,39.74480899,1.16691178,3.235126505,26.66195868,6.629370536,44.88527139,1,e,f,y
96.421875,55.19392083,0.868188928,0.366462663,41.40551541,3.680401252,12.492984,1,e,f,y
76.890625,43.79162919,1.390849204,2.472939287,29.8579131,6.281987155,40.44384599,1,e,b,y
60.0859375,39.74607436,3.122788717,12.02438876,63.99116616,2.218765559,3.711374007,1,e,s,f
100.921875,46.20142878,0.685814307,0.923027231,50.16184536,3.121537703,8.878925279,1,e,x,s
70.0703125,38.21284625,2.064123536,7.957333027,55.28513401,3.055454698,7.962520161,1,e,b,y
77.921875,56.83495972,1.464574632,1.409660357,69.76036019,1.729314585,1.678063525,1,e,f,y
82.328125,33.7622916,1.403836161,5.352269655,18.42289658,9.510244416,94.88604956,1,e,f,s
10.6875,33.90237593,5.473132541,31.12910769,64.39476214,-0.336183118,-0.8685526,1,e,x,s
39.484375,40.40768499,3.617343951,13.5868907,46.45606648,2.936264579,8.414207098,1,e,b,y
13.0234375,30.32260523,7.400253989,54.56866378,69.89693749,0.244507229,-0.657516962,1,e,b,y
32.6015625,28.30176117,5.233003365,34.00123755,77.78727995,1.49597623,0.823759891,1,e,b,y
36.234375,30.64195561,4.772927847,27.21067157,77.08176398,0.916619386,-0.267020019,1,e,b,s
84.3359375,42.10260483,0.859224743,1.982141691,43.87085469,3.969981663,14.9778981,1,e,x,y
130.34375,55.89141782,0.157463412,-0.611238169,46.58789828,4.255934085,16.81773008,1,e,x,y
119.9296875,55.432699,0.286052109,-0.362257295,49.58820421,3.182964402,8.851834229,1,e,s,f
21.3984375,29.04988701,6.001279885,39.37420348,91.08990265,0.1393163,-1.493106877,1,e,f,y
77.4921875,36.01041431,1.873516582,6.508272461,37.25241407,5.081888401,25.68390631,1,e,x,s
69.7890625,36.46909058,2.518310817,9.154545696,57.18585784,2.341589875,4.382928529,1,e,f,s
60.703125,31.76927549,3.313739102,16.68021966,32.9654126,5.150714223,29.13568299,1,e,x,s
97.4765625,39.20597946,1.126580137,2.658354947,28.06690463,6.428449456,42.9895902,1,e,f,y
76.0546875,48.4383159,1.556953438,2.913279964,44.70096395,3.087893349,8.995598149,1,p,x,y
26.578125,31.82363739,5.502086902,31.52984285,72.05558309,0.029296678,-1.211265258,1,e,x,s
32.0390625,29.7771416,5.179501506,31.39435415,58.66862347,2.203174346,4.210192528,1,e,x,f
54.3203125,41.48718432,3.229625208,11.20132794,73.66302493,0.646594646,-0.588894016,1,e,b,s
81.0,47.75359934,1.545844067,3.064840006,53.31629183,2.920963042,8.090377829,1,e,x,y
115.3515625,48.85478959,0.764385545,0.368476554,98.50004488,-0.346044745,-1.641982782,1,e,f,y
45.953125,28.11690422,4.720774703,28.36968049,54.24102778,3.013749832,8.21314785,1,e,x,f
83.7734375,52.27903124,1.206697886,1.630834374,90.90552419,0.13263871,-1.683188346,1,p,x,s
17.1875,27.96726602,6.640375128,47.2355542,62.64831094,1.023811257,0.682661136,1,p,x,y
69.34375,34.9498385,1.52739993,6.204588064,36.16922737,4.5181213,20.17417263,1,e,x,y
44.9765625,31.92140368,4.029005514,20.62460409,61.13347361,1.708120328,2.213852205,1,e,b,y
93.2578125,44.82173826,0.572260442,0.740391599,12.06238039,11.71872454,190.6753705,1,e,x,f
80.625,43.7539284,1.686092729,3.699361575,80.4149011,0.54676193,-0.871083937,1,p,x,y
46.0234375,37.86416199,3.155475572,11.64048548,67.46469988,0.798529409,-0.032071715,1,e,x,s
81.71875,52.87528627,1.482040802,1.538288907,80.76560786,-1.002569924,-0.280000774,1,e,x,f
27.265625,37.3886857,4.432206376,19.82980533,62.46036465,0.642852525,0.076265507,1,e,x,f
84.640625,36.37945299,1.674437399,5.640745493,81.52086707,0.742935105,-1.02941432,1,e,b,s
106.046875,45.70589735,0.664885875,0.946468533,51.12598575,2.443580289,4.883848871,1,e,x,y
12.03125,36.34812957,5.440378383,29.82072321,66.73665783,0.490620848,-0.515473106,1,e,b,y
25.78125,29.41856809,6.394198085,44.77445582,55.69598074,2.412768104,5.322083979,1,e,f,y
56.6171875,36.8256282,3.170534272,13.04289553,91.66224728,-0.128000436,-1.587711289,1,e,x,y
78.953125,46.68626327,1.42265173,2.492381502,38.32395364,-0.184758638,-0.466768579,1,e,b,y
66.2578125,46.28972046,1.627878491,3.697592132,33.4068871,5.177427247,27.83718927,1,e,b,y
88.5078125,45.57600042,1.200520328,2.683833167,36.24080511,4.826975833,22.50866141,1,p,x,s
83.1640625,38.85907579,0.837233809,1.988988286,17.79063722,7.750975122,71.9449268,1,e,f,s
82.21875,43.69799364,1.63917658,3.889400357,49.78162363,3.583205806,11.65152623,1,e,x,y
112.4296875,35.53248593,0.290976003,1.689669757,18.13536005,9.841046265,109.7220446,1,e,b,s
15.2109375,29.00583248,6.214507442,42.13429363,71.00970066,0.23949835,-0.641023543,1,e,f,s
62.65625,38.24355287,2.968952837,10.988138,56.46458165,1.908002243,2.859558578,1,e,b,y
56.484375,38.32284411,2.952497067,11.96341321,38.32168758,4.963654531,24.17807547,1,e,b,y
9.046875,32.25626378,5.853990983,35.55460905,62.63553169,0.582263293,-0.475073707,1,e,b,s
55.3828125,30.77111092,3.857607027,21.10991985,68.85065904,1.981252934,2.482175712,1,e,f,y
66.8515625,58.08803796,1.802132263,2.232983407,80.61287231,0.841739875,-0.637751734,1,e,x,s
26.9375,32.13199097,4.92841228,27.05705636,63.08305511,1.480079094,1.386698337,1,e,b,y
76.0390625,39.01390024,1.434969928,4.490879432,39.12464514,4.763161186,21.51571145,1,e,x,y
83.265625,48.38686618,1.544274709,2.849454549,96.73208422,-0.255634311,-1.581232094,1,e,b,s
127.25,45.39909828,0.111973564,0.30349472,33.97059414,5.559184745,30.62363238,1,e,f,y
60.921875,52.62033967,2.341728151,5.160033972,7.658622807,30.88388219,1017.38318,1,e,x,s
114.1484375,54.87216534,0.533445955,-0.000584738,38.22321228,4.240435218,17.5764899,1,e,x,f
62.96875,45.83444009,2.655383164,8.173755039,50.02722122,3.396264257,10.97318827,1,e,x,y
81.2265625,41.57940725,1.321745334,3.414827074,24.44423846,7.773896684,62.38864946,1,e,f,f
91.1640625,47.70691403,1.185745396,1.649616672,45.34578032,3.324040394,10.19778543,1,e,x,s
32.9453125,28.91509894,5.367896009,36.06979279,60.78216516,2.378192442,4.444621198,1,e,f,f
7.84375,33.32567458,5.932129649,35.95996558,59.29353836,0.950108382,0.276732612,1,e,b,y
56.4453125,30.81923319,2.494925781,13.44273029,29.73690258,6.222109338,38.8527305,1,e,b,s
59.6015625,30.87179635,2.690716985,13.8322474,38.42752779,4.8938503,23.3556497,1,e,x,s
49.0078125,32.51237651,3.953518879,20.34046798,46.73241804,3.470588382,11.44099546,1,e,b,s
86.8203125,49.02700684,0.946273471,1.208269737,19.57793506,9.13664447,96.28819525,1,e,x,y
106.28125,50.29474648,0.669237429,0.242076246,99.11096767,0.221125172,-1.773956498,1,e,x,s
23.7421875,34.00120542,5.345395214,29.66674991,71.63100998,0.917680666,-0.147970458,1,e,f,f
92.265625,35.87466994,1.594314915,5.566536879,46.20425114,3.414493912,10.65625321,1,e,x,y
81.4765625,34.45875361,0.8978288,4.114870644,26.34363649,6.664689109,47.24653221,1,p,x,y
52.609375,44.63606907,2.831533853,8.356597472,46.5640767,3.089334477,8.901838965,1,e,x,y
37.09375,43.15133933,3.665610274,13.81294652,68.64813451,0.964893374,0.153953144,1,e,x,s
30.8359375,48.74275224,3.11998017,9.41460999,47.29665893,0.286947639,0.862177637,1,e,b,y
94.7734375,48.13948075,0.560923105,0.438904455,46.58635206,3.735397049,12.95735422,1,e,x,y
37.6015625,43.59406852,3.207215591,10.73454239,70.17710923,1.214005526,0.316266658,1,e,s,f
49.9609375,30.22168157,3.627510865,21.10946688,56.5716264,2.651634775,6.077823895,1,e,b,y
81.6171875,43.77911908,0.883339918,1.759305663,29.85482659,5.589563407,33.18246438,1,e,x,s
80.8828125,42.14328629,1.431001837,3.991394903,29.8399497,6.65196158,44.66089517,1,e,x,s
19.234375,30.55514594,5.933759368,37.41266332,65.37148221,1.655019308,1.852770607,1,p,x,s
21.1640625,37.08515904,4.742316294,22.94414038,71.29164631,0.605630044,-0.705783396,1,e,x,f
67.6875,41.47622625,1.570719175,4.742252088,60.71798274,2.254384215,3.935413256,1,e,x,y
9.484375,36.07348931,5.542155462,31.16068794,46.46298217,0.815807083,0.807904994,1,p,x,y
52.109375,38.67780258,3.179048342,13.62914242,25.04512872,7.126207847,54.32379755,1,e,x,y
55.9296875,49.10562334,2.46377416,6.404772629,55.8629418,2.164703891,3.866140697,1,e,b,y
53.0234375,39.59274414,2.589680218,8.870819374,36.46939486,4.777219591,24.12806091,1,e,f,y
92.6015625,49.78851208,1.005287247,0.57183843,58.85833953,2.420901795,4.698282981,1,e,x,y
54.3125,37.62079503,3.104716093,13.3905951,28.14779266,6.09455006,39.33132707,1,e,x,s
80.4140625,38.23335572,1.624123115,5.892901682,68.9542381,1.508511427,0.623755762,1,p,x,y
110.1171875,46.97532948,0.54111912,0.325996711,69.23188956,1.574852844,0.879544242,1,p,x,y
8.25,26.94351731,7.879627678,63.46638835,58.2943487,1.514147433,1.877476401,1,e,b,y
25.671875,29.72375664,5.487603084,34.17565468,45.78709981,3.012168541,9.485869411,1,e,x,s
21.5859375,32.94681494,5.83137427,37.18314261,48.4323879,2.689531821,7.384487772,1,p,x,s
74.546875,39.23723108,2.382242416,7.96573733,44.73781003,3.707019777,13.32144303,1,e,x,y
32.7578125,30.35100546,5.216023746,31.46560163,63.7354026,1.721589076,2.326702999,1,e,b,s
39.8359375,27.79157284,4.45947239,29.42812768,36.05803054,3.668395685,15.30073457,1,e,x,y
71.671875,38.3169572,2.442415667,8.106835426,27.5691658,6.880068839,49.68101026,1,p,x,s
58.4296875,30.67411459,2.723478618,14.64021487,48.67706162,3.376641151,10.29081577,1,e,b,y
120.203125,44.32820761,0.570941626,0.787799004,29.19459357,5.6190812,33.22576152,1,e,b,y
51.65625,39.3041898,2.815202984,11.14137416,28.42796049,5.83349508,37.5214919,1,e,f,y
17.609375,34.98241397,5.321979376,28.90308754,74.67762401,-0.116297921,-1.019275226,1,e,b,y
73.78125,35.79475728,2.048063948,7.981250084,45.11667756,3.717838389,12.73231408,1,e,x,y
65.5390625,33.70758964,2.10205517,9.023274646,34.04799239,5.25579593,27.14459466,1,e,b,s
39.9765625,53.53014117,2.017403345,3.969447362,59.92481923,1.732845539,2.267167776,1,e,x,s
41.15625,42.11265351,3.444022674,12.31520271,68.04192194,1.351601776,0.729146111,1,e,b,s
47.59375,38.53781372,3.064157395,10.29862309,60.60772268,-0.065605193,-0.579460692,1,e,b,s
115.6484375,57.50361264,0.39861108,-0.340352463,69.81926568,1.024687216,-0.162768523,1,p,x,y
92.3828125,46.38748503,1.014035059,2.064575015,37.80690391,4.700433544,21.79049377,1,p,x,y
69.203125,52.62802239,1.751245798,2.749050248,69.41082701,1.658738447,1.334146201,1,p,x,s
11.125,37.64451321,5.41032139,28.97053027,64.09768586,0.0002339,-1.074914215,1,e,x,s
23.453125,31.52227867,5.445585628,32.32481365,64.33370733,1.369764689,1.133935987,1,e,x,y
22.9140625,32.36366291,5.361344306,30.40526465,75.14933731,-0.678050686,-0.841819183,1,e,x,y
59.3671875,38.20562604,2.731383921,10.86421106,61.94343486,1.804810358,2.408786192,1,e,x,s
18.5390625,30.54297749,6.863085405,48.81829383,58.45011127,1.194314866,1.3688435,1,e,b,y
74.1171875,51.94763305,1.738493959,2.645528543,35.35424141,4.593520548,21.91707398,1,e,b,s
132.109375,42.21600599,0.099615205,0.557277976,11.74385011,15.18629471,264.2613703,1,e,x,f
105.9296875,45.30403948,0.28049094,0.229686718,21.114637,7.400133294,59.10315317,1,e,b,s
34.8984375,30.92426228,4.422257175,24.95582131,76.23984673,0.363738982,-0.78513902,1,e,x,s
38.921875,31.82142787,4.751118475,25.99676367,66.12225116,1.463560709,1.41157607,1,e,x,y
50.0625,60.16549442,1.926926518,2.924904194,67.68154044,0.907627901,-0.0152805,1,e,x,y
64.2734375,52.7019501,1.816040308,2.628986771,81.38336707,0.895259543,-0.633357674,1,e,f,f
93.75,40.65767916,0.910554522,2.164689907,28.2178984,5.916693572,35.54230373,1,e,f,f
99.265625,37.12594367,0.715227893,1.936421549,66.39636541,2.015641321,2.445002469,1,e,x,s
95.0078125,47.33004069,1.465944562,2.267123939,97.60164354,0.640377828,-1.476522292,1,e,f,s
122.5546875,48.84155003,0.56920814,0.360577563,16.81940722,8.635195958,86.11241014,1,e,s,f
12.5078125,27.59755313,7.572576517,58.2945011,59.37783446,1.565603259,1.907165001,1,e,f,f
80.2890625,39.47628884,1.899129336,6.33891946,51.94941041,3.126073762,8.427883079,1,e,x,y
78.0390625,36.6683622,1.495679865,4.648232557,20.39092468,9.493185218,94.47134361,1,e,x,y
93.9921875,41.04275516,1.10949742,3.641769711,22.02404006,8.988497651,84.35510899,1,e,x,y
103.578125,45.16663754,0.552354568,0.777646322,51.1771769,2.398916373,4.759216603,1,p,x,s
78.8671875,36.85748972,1.02852671,4.438575083,33.06469278,5.246505462,27.10893309,1,e,x,s
24.2109375,28.9767289,5.72382902,37.23975995,71.44373868,0.791076439,-0.186095272,1,p,x,y
78.375,44.91554575,1.571888685,3.038829789,49.78178382,3.229605592,9.804832999,1,e,x,y
61.921875,48.35975363,1.952635992,4.118813652,72.19585115,1.575609859,0.916430576,1,e,x,y
105.921875,43.87760131,0.586689392,0.440956743,34.90773729,4.506391175,19.87915731,1,e,f,s
106.96875,38.99337634,0.728802481,1.775847698,35.67389776,4.046214291,15.59446631,1,p,x,y
91.5625,40.51518812,1.223065542,3.486076514,32.41362327,5.559204264,31.57352327,1,e,b,s
14.6328125,34.37587978,4.834015379,24.27063395,54.77622617,0.205162319,0.173238772,1,e,s,f
100.46875,42.90249437,0.985195048,1.721841813,38.72167917,4.953480507,23.77018198,1,e,x,s
101.953125,50.86392069,0.466244878,0.006461593,38.43136459,5.150861606,25.57730866,1,e,x,f
51.53125,28.46652022,4.583886068,28.53694214,78.02690251,1.298630747,0.315625176,1,e,x,y
21.765625,39.41456036,4.336827248,19.17344236,51.95236998,1.512810897,1.675203328,1,e,b,y
57.265625,34.56775149,2.602551079,10.98865798,57.08473083,2.918643281,7.086953376,1,e,b,s
22.5546875,30.38780815,6.15695949,41.52907403,58.76322709,2.023999715,3.597643146,1,e,x,s
22.796875,31.00790206,5.885265052,36.11819086,57.22812665,0.741588543,0.225858994,1,e,b,s
47.6953125,32.61747006,3.369682394,17.05788326,50.43180095,2.846431489,7.865091491,1,e,f,y
47.9375,39.75604317,3.198624693,12.6268414,44.21929525,3.430628165,11.83681115,1,e,s,f
34.46875,27.84048802,5.882122601,40.57944292,57.3401683,2.28921339,4.723828954,1,e,x,f
24.953125,30.35849844,6.592260045,46.09974488,61.68625828,1.505857193,1.832977269,1,e,s,f
58.640625,55.96884378,2.125335015,3.888684256,79.51911913,0.855014716,-0.579443114,1,e,f,y
54.546875,37.06431475,3.035278555,11.86593843,73.50571574,0.973691435,-0.008114323,1,e,f,s
112.4453125,41.69603709,0.618890266,1.126564786,32.71782293,5.357518634,28.52583016,1,e,b,s
59.9765625,42.7858886,1.884458953,4.286739462,38.64735522,4.49136615,19.91623151,1,e,b,s
66.90625,37.09835692,2.01522619,8.207493846,40.00475183,3.931797851,15.30426303,1,p,x,s
71.6875,37.18109188,2.41964783,9.425293376,45.80014587,3.709283857,13.24802578,1,e,f,y
50.859375,36.69803605,4.058403061,17.95136246,45.38401804,3.261571128,10.43269465,1,e,x,s
121.59375,43.27518008,0.209763691,0.092802937,23.10178142,8.092079331,66.89800856,1,e,f,y
20.9140625,43.18329888,3.888401588,14.80985139,56.43568405,0.580705039,0.065487529,1,e,x,y
34.046875,34.17049609,4.045512367,18.66538021,65.97186501,0.252156323,-0.39370388,1,e,x,y
21.7421875,29.36336102,6.298407514,42.54359391,79.00608621,0.501918895,-0.870267085,1,e,x,y
34.640625,34.89823025,3.799228584,16.54454213,65.976393,0.23714692,-0.338388229,1,e,f,f
37.1171875,30.67129692,4.628307635,28.67564049,86.28454909,0.953253597,-0.641793743,1,e,f,y
63.140625,34.3239927,2.492425776,10.73256329,50.56221783,2.825749517,6.628752142,1,e,x,f
50.1953125,30.43103335,3.255718842,18.66181053,87.39220847,0.63143776,-1.0884909,1,e,x,s
96.6875,38.94181357,0.688368812,2.509435254,31.0751836,5.311122881,28.35052919,1,e,f,y
91.734375,47.21584155,0.60527486,0.604172242,40.3842585,4.088567357,15.46865301,1,e,x,s
52.6875,29.00127961,4.34392863,26.28998825,80.09594703,0.978638555,-0.426167786,1,e,x,y
14.9375,30.34843231,7.01477749,50.1828551,87.29701716,0.062863629,-1.343670962,1,e,x,f
34.9140625,36.73086818,4.42970383,20.5645789,60.87113837,1.395168685,1.019151776,1,e,x,s
83.546875,39.70021634,1.137550576,2.754443292,27.32864457,5.746348061,32.98390615,1,e,x,y
32.59375,40.18909163,3.692951573,14.98795802,63.57220967,1.456445694,1.104743366,1,e,x,y
24.1328125,30.82317794,6.257434127,41.92342777,57.70332348,0.951039989,0.825567594,1,e,x,s
71.703125,40.93771171,2.19313368,6.936617628,50.99425367,2.68847042,6.795146855,1,e,f,y
22.5,31.25374978,5.482057061,32.58985477,53.79601038,2.105287475,4.180367265,1,e,b,s
38.53125,37.39734648,4.364529648,19.87977135,65.38255954,1.372809961,0.924363483,1,e,f,f
42.8359375,29.78327376,4.233078228,23.91826825,69.02299177,0.785385464,-0.112454296,1,e,f,s
32.0,34.03146522,4.652769143,24.41458478,56.69458168,1.968229065,3.428495837,1,e,x,y
23.6484375,33.73786584,5.600685729,32.52986595,71.96415517,0.187530741,-0.65888801,1,e,x,y
72.671875,39.71403825,1.736562187,5.300701134,59.07871488,2.757302468,6.050100986,1,e,f,y
52.265625,38.12673856,2.870490538,10.72618039,61.65925428,1.918327209,2.660526975,1,e,x,s
33.1875,37.08072908,4.530470544,21.66516975,64.34953722,1.671463516,1.994201634,1,e,x,s
8.2734375,32.70624817,6.015472886,37.02988934,47.50191021,1.431424939,2.364449475,1,e,f,y
78.1015625,69.39738826,1.303471641,0.420722724,45.03559684,3.926855752,14.82775476,1,e,x,y
68.3203125,33.99355031,2.282632806,9.827339192,54.18192595,2.428379777,4.52809258,1,e,x,s
63.1640625,37.62661486,2.615119998,8.719977631,89.5346379,-0.15958014,-1.314984898,1,e,x,f
57.4453125,35.75061376,2.875335669,12.16126995,27.60310539,7.373036537,54.98270763,1,e,f,y
45.1796875,33.57417944,3.860705591,19.01679504,74.69868907,1.371305122,0.587868258,1,e,x,s
37.484375,42.82358148,3.227628728,11.1104865,13.5652043,13.28380171,198.4579322,1,e,b,s
111.578125,37.12765339,0.799378778,1.864136036,50.63817835,2.619709013,6.279117781,1,e,x,s
43.8359375,29.16755939,5.37773886,35.34372686,71.10855297,1.240486371,0.495013089,1,e,x,y
